Debbie Dingell,Female,Caucasian/White,1953,null,null,2015,2021,Michigan
Debbie Wasserman Schultz,Female,Caucasian/White,1966,null,null,2005,2021,Florida
Denny Heck,Male,Caucasian/White,1952,null,null,2013,2021,Washington
Denver Riggleman,Male,Caucasian/White,1970,null,null,2019,2021,Virginia
Derek Kilmer,Male,Caucasian/White,1974,null,null,2013,2021,Washington
Devin Nunes,Male,Caucasian/White,1973,null,null,2003,2021,California
Diana DeGette,Female,Caucasian/White,1957,null,null,1997,2021,Colorado
Dina Titus,Female,Caucasian/White,1950,null,null,2013,2021,Nevada
Don Bacon,Male,Caucasian/White,1963,null,null,2017,2021,Nebraska
Don Beyer,Male,Caucasian/White,1950,null,null,2015,2021,Virginia
Donald Norcross,Male,Caucasian/White,1958,null,null,2014,2021,New Jersey
Donna Shalala,Female,Caucasian/White,1941,null,null,2019,2021,Florida
Doug Collins,Male,Caucasian/White,1966,null,null,2013,2021,Georgia
Doug Lamborn,Male,Caucasian/White,1954,null,null,2007,2021,Colorado
Drew Ferguson,Male,Caucasian/White,1966,null,null,2017,2021,Georgia
Dusty Johnson,Male,Caucasian/White,1976,null,null,2019,2021,South Dakota
Dutch Ruppersberger,Male,Caucasian/White,1946,null,null,2003,2021,Maryland
Earl Blumenauer,Male,Caucasian/White,1948,null,null,1996,2021,Oregon
Ed Case,Male,Caucasian/White,1952,null,null,2019,2021,Hawaii
Ed Perlmutter,Male,Caucasian/White,1953,null,null,2007,2021,Colorado
Elaine Luria,Female,Caucasian/White,1975,null,null,2019,2021,Virginia
Eliot Engel,Male,Caucasian/White,1947,null,null,1989,2021,New York
Elise Stefanik,Female,Caucasian/White,1984,null,null,2015,2021,New York
Elissa Slotkin,Female,Caucasian/White,1976,null,null,2019,2021,Michigan
Eric Swalwell,Male,Caucasian/White,1980,null,null,2013,2021,California
Francis Rooney,Male,Caucasian/White,1953,null,null,2017,2021,Florida
Frank Lucas,Male,Caucasian/White,1960,null,null,1994,2021,Oklahoma
Frank Pallone,Male,Caucasian/White,1951,null,null,1988,2021,New Jersey
Fred Keller,Male,Caucasian/White,1965,null,null,2019,2021,Pennsylvania
Fred Upton,Male,Caucasian/White,1953,null,null,1987,2021,Michigan
Garret Graves,Male,Caucasian/White,1972,null,null,2015,2021,Louisiana
George Holding,Male,Caucasian/White,1968,null,null,2013,2021,North Carolina
Gerry Connolly,Male,Caucasian/White,1950,null,null,2009,2021,Virginia
Glenn Grothman,Male,Caucasian/White,1955,null,null,2015,2021,Wisconsin
Glenn Thompson,Male,Caucasian/White,1959,null,null,2009,2021,Pennsylvania
Grace Napolitano,Female,Caucasian/White,1936,null,null,1999,2021,California
Greg Gianforte,Male,Caucasian/White,1961,null,null,2017,2021,Montana
Greg Murphy,Male,Caucasian/White,1963,null,null,2019,2021,North Carolina
Greg Pence,Male,Caucasian/White,1956,null,null,2019,2021,Indiana
Greg Steube,Male,Caucasian/White,1978,null,null,2019,2021,Florida
Greg Walden,Male,Caucasian/White,1957,null,null,1999,2021,Oregon
Gus Bilirakis,Male,Caucasian/White,1963,null,null,2007,2021,Florida
Guy Reschenthaler,Male,Caucasian/White,1983,null,null,2019,2021,Pennsylvania
Hal Rogers,Male,Caucasian/White,1937,null,null,1981,2021,Kentucky
Haley Stevens,Female,Caucasian/White,1983,null,null,2019,2021,Michigan
Harley Rouda,Male,Caucasian/White,1961,null,null,2019,2021,California
Jack Bergman,Male,Caucasian/White,1947,null,null,2017,2021,Michigan
Jackie Speier,Female,Caucasian/White,1950,null,null,2008,2021,California
Jackie Walorski,Female,Caucasian/White,1963,null,null,2013,2021,Indiana
James Comer,Male,Caucasian/White,1972,null,null,2016,2021,Kentucky
James Langevin,Male,Caucasian/White,1964,null,null,2001,2021,Rhode Island
Jamie Raskin,Male,Caucasian/White,1962,null,null,2017,2021,Maryland
Jan Schakowsky,Female,Caucasian/White,1944,null,null,1999,2021,Illinois
Jared Golden,Male,Caucasian/White,1982,null,null,2019,2021,Maine
Jason Crow,Male,Caucasian/White,1979,null,null,2019,2021,Colorado
Jason Smith,Male,Caucasian/White,1980,null,null,2013,2021,Missouri
Jeff Duncan,Male,Caucasian/White,1966,null,null,2011,2021,South Carolina
Jeff Fortenberry,Male,Caucasian/White,1960,null,null,2005,2021,Nebraska
Jeff Van Drew,Male,Caucasian/White,1953,null,null,2019,2021,New Jersey
Jennifer Wexton,Female,Caucasian/White,1968,null,null,2019,2021,Virginia
Jerry Nadler,Male,Caucasian/White,1947,null,null,1992,2021,New York
Jim Baird,Male,Caucasian/White,1945,null,null,2019,2021,Indiana
